BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
1;3.166573;mouse;0;0;0.8010417;0.3694444;0.8550977;0.3814597;0;1;0.8494415;37.04638;1;0.05020905;0.1560662;0.007219324;2.421099
1;3.517036;mouse;1;0;0.84375;0.3777778;0.8550977;0.3814597;0;1;1.199905;37.04638;1;0.1005783;0.1332187;0.01193009;2.09528
1;3.532768;instantiate;0;0;0.84375;0.3777778;0.4357625;0.8505846;0;0;0;4.244866;12;0;0;0;0
1;4.43354;mouse;1;0;0.4385417;0.8277778;0.4357625;0.8505846;0;1;0.9007721;4.244866;1;0.1162796;0.113903;0.02389489;2.932402
1;4.43354;instantiate;0;0;0.4385417;0.8277778;0.2287997;0.1252201;0;0;0;6.108689;13;0;0;0;0
1;5.184418;mouse;1;0;0.2286458;0.1351852;0.2287997;0.1252201;0;1;0.7508774;6.108689;1;0.1340027;0.002931297;0.01185025;2.940688
1;5.200104;instantiate;0;0;0.2276042;0.1342593;0.5401173;0.4298643;0;0;0;26.66187;14;0;0;0;0
1;5.984177;mouse;1;0;0.5307292;0.4185185;0.5401173;0.4298643;0;1;0.7840729;26.66187;1;0.1165924;0.2169091;0.0143998;2.516272
1;6.01683;instantiate;0;0;0.5307292;0.4185185;0.3184761;0.7018909;0;0;0;32.81112;15;0;0;0;0
1;6.600128;mouse;1;0;0.3015625;0.712963;0.3184761;0.7018909;0;1;0.5832977;32.81112;1;0.1335754;0.0595499;0.02021537;1.563451
1;6.600128;instantiate;0;0;0.3015625;0.712963;0.6085099;0.4535033;0;0;0;27.6459;16;0;0;0;0
1;7.283806;mouse;1;0;0.5973958;0.4685185;0.6085099;0.4535033;0;1;0.6836777;27.6459;1;0.1690292;-0.01050621;0.01868098;1.824968
1;7.283806;instantiate;0;0;0.5973958;0.4685185;0.1084009;0.6999509;0;0;0;1.872582;17;0;0;0;0
1;8.032913;mouse;1;0;0.1130208;0.6962963;0.1084009;0.6999509;0;1;0.7491074;1.872582;1;0.1510773;0.01234543;0.005890649;2.026759
1;8.032913;instantiate;0;0;0.1130208;0.6962963;0.2987842;0.4226579;0;0;0;26.88718;18;0;0;0;0
1;8.633507;mouse;1;0;0.3098958;0.4203704;0.2987842;0.4226579;0;1;0.6005936;26.88718;1;0.1167755;0.1225314;0.0113447;1.777466
1;8.683357;instantiate;0;0;0.3098958;0.4203704;0.4153767;0.7481403;0;0;0;8.499632;19;0;0;0;0
1;9.217339;mouse;1;0;0.4;0.7490741;0.4153767;0.7481403;0;1;0.5339813;8.499632;1;0.0830307;0.07019565;0.01540499;1.281687
1;9.217339;instantiate;0;0;0.4;0.7490741;0.06913716;0.1266834;0;0;0;14.8527;20;0;0;0;0
1;10.20041;mouse;1;0;0.0515625;0.1509259;0.06913716;0.1266834;0;1;0.9830704;14.8527;1;0.1338806;0.003185749;0.02994277;2.563761
