BlockNumber;Time Since Block start in ms;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present
1;4.336273;mouse;0;9;0.4145833;0.5347222;0.4028835;0.5074178;2.688742;0.5106397;2.215065;2.425649;5
1;4.504402;instantiate;0;10;0.4447917;0.4979167;0.1408148;0.5076371;2.096138;0;0;2.573283;24
1;4.553734;destroy;0;10;0.4984375;0.4652778;0.4016104;0.4490699;2.806497;0;2.432526;2.425649;24
1;4.723236;mouse;0;10;0.5755208;0.3520833;0.626412;0.3370186;1.709898;0.7229586;0.7030792;3.101545;4
1;4.971481;mouse;1;10;0.6197917;0.2993056;0.6028107;0.3079599;1.709898;0.8164864;0.9513245;3.101545;4
1;5.037216;instantiate;0;11;0.6203125;0.2958333;0.5154911;0.640332;2.382877;0;0;2.301268;25
1;5.388321;instantiate;0;12;0.65;0.6631944;0.09896436;0.4150761;3.177867;0;0;2.817833;26
1;5.47168;mouse;1;12;0.6515625;0.6652778;0.6565337;0.6872905;2.37846;0.9420439;1.802284;3.135288;6
1;5.905647;mouse;1;13;0.590625;0.5576389;0.5873588;0.5292265;1.689537;0.8865134;0.8684311;2.301268;6
1;6.489021;mouse;1;13;0.2703125;0.7236111;0.2750066;0.7452804;1.496847;0.7398471;1.984619;2.573283;4
1;6.589439;destroy;0;13;0.2973958;0.6805556;-0.02662385;0.5580961;3.144782;0;3.4683;3.467517;26
1;6.940025;mouse;0;13;0.4072917;0.4013889;0.4435007;0.3809032;2.966009;0.9633651;1.551704;2.817833;2
1;7.523918;mouse;0;13;0.5453125;0.3569444;0.5731649;0.3680424;2.966009;0.7557206;2.135597;2.817833;1
1;7.957191;mouse;1;13;0.6583334;0.3694444;0.6694869;0.3584887;2.966009;0.5124114;2.568871;2.817833;1
2;0;instantiate;0;0;-0.5796875;0.4847222;0.1073709;0.7842134;2.031751;0;0;2.516563;27
2;0.5986176;instantiate;0;1;-0.4848958;0.1013889;0.09611332;0.06676331;2.551709;0;0;2.764285;28
2;1.13195;instantiate;0;2;0.09375;0.8375;0.5962495;0.8743244;2.559072;0;0;2.707798;29
2;1.482666;mouse;1;2;0.1432292;0.825;0.1424202;0.8342655;1.682896;0.9310484;1.482666;2.516563;3
2;1.715469;instantiate;0;3;0.2552083;0.7416667;0.2431609;0.5266887;2.976199;0;0;2.822837;30
2;2.233482;instantiate;0;4;1.166146;0.9993055;0.6258642;0.09621528;2.113144;0;0;2.713201;31
2;2.708046;instantiate;0;5;1.067188;0.9083334;0.1383424;0.3644774;2.578305;0;0;3.298063;32
2;3.283821;instantiate;0;6;1.069271;0.4166667;0.8063177;0.5694391;2.416084;0;0;3.38484;33
2;3.369644;destroy;0;6;1.020313;0.3694444;0.2739062;0.5328299;2.551709;0;2.771027;2.764285;33
2;3.85215;destroy;0;6;0.04166667;0.14375;1.107622;0.8890998;2.559072;0;2.7202;2.707798;33
2;3.867577;instantiate;0;7;0.04166667;0.14375;0.1781303;0.5294719;2.240308;0;0;2.669936;34
2;4.285088;instantiate;0;8;-0.0046875;0.2298611;0.5929149;0.6814057;2.339226;0;0;3.775501;35
2;4.55146;destroy;0;8;0.07239583;0.4104167;0.654691;0.2304531;2.976199;0;2.835991;2.822837;35
2;4.719414;instantiate;0;9;0.05416667;0.6631944;0.7549756;0.07426122;2.715661;0;0;3.368174;36
2;4.93618;mouse;0;9;0.05989583;0.7791666;0.02777782;0.568445;1.91078;0.9087392;1.068604;2.669936;6
2;4.952599;destroy;0;9;0.05989583;0.7791666;0.7006908;0.4424188;2.113144;0;2.719116;2.713201;36
2;5.217552;instantiate;0;10;0.07552084;0.7868056;0.5605749;0.9115344;2.015092;0;0;3.61774;37
2;5.652855;instantiate;0;11;0.4588542;0.7451389;0.8929982;0.4474684;2.72226;0;0;2.640809;38
2;6.019844;destroy;0;11;0.475;0.3486111;0.3440574;0.3164195;2.578305;0;3.311798;3.298063;38
2;6.119637;instantiate;0;12;0.4822917;0.2673611;0.464622;0.2967258;2.804599;0;0;3.153551;39
2;6.537865;destroy;0;12;0.5552083;0.07430556;-0.0520969;0.6204296;2.240308;0;2.670288;2.669936;39
2;6.67083;destroy;0;12;0.5427083;0.04236111;1.024556;0.8032895;2.416084;0;3.387009;3.38484;39
2;8.079384;destroy;0;13;0.4625;0.2125;0.6301072;0.2853392;2.339226;0;3.794296;3.775501;39
2;8.113609;destroy;0;13;0.4588542;0.2138889;0.6651995;0.7590142;2.715661;0;3.394196;3.368174;39
2;8.295296;destroy;0;13;0.3942708;0.4513889;1.074459;0.1374492;2.72226;0;2.642441;2.640809;39
2;8.846519;destroy;0;13;0.3328125;0.4625;0.2150302;0.6420112;2.015092;0;3.628967;3.61774;39
2;9.280357;destroy;0;13;-0.315625;0.1444445;0.01927564;0.5881467;2.804599;0;3.160721;3.153551;39
3;0;instantiate;0;0;-0.1848958;0.4819444;0.798078;0.1091729;3.031494;0;0;4.089422;40
3;0.4484711;instantiate;0;1;-0.1838542;0.5319445;0.2202817;0.543101;2.489796;0;0;4.089793;41
3;0.8822937;instantiate;0;2;-0.1864583;0.5888889;0.5463456;0.2515435;2.035124;0;0;4.215978;42
3;1.532745;instantiate;0;3;-0.1807292;0.6590278;0.5036827;0.6633808;2.153254;0;0;3.579586;43
3;1.983521;instantiate;0;4;-0.8078125;0.4736111;0.6855431;0.1868452;3.285732;0;0;2.882159;44
3;2.617233;instantiate;0;5;-0.8567708;0.6173611;0.5753416;0.1994994;2.724683;0;0;3.307851;45
3;3.151367;instantiate;0;6;-0.8546875;0.6180556;0.6108183;0.7479702;2.768895;0;0;2.714901;46
3;3.568283;instantiate;0;7;-0.8546875;0.6180556;0.1742523;0.5048741;2.011888;0;0;3.300619;47
3;4.0354;instantiate;0;8;-0.8229167;0.625;0.3237483;0.5428191;3.086387;0;0;3.070319;48
3;4.102402;destroy;0;8;-0.6739584;0.6472222;0.5095685;0.311091;3.031494;0;4.102402;4.089422;48
3;4.519638;instantiate;0;9;-0.5322917;0.7048611;0.8066875;0.2078166;2.825355;0;0;3.101045;49
3;4.552734;destroy;0;9;-0.5291666;0.7125;0.03525883;0.8675149;2.489796;0;4.104263;4.089793;49
3;4.869522;destroy;0;9;-0.18125;0.6840278;0.7552075;0.7499579;3.285732;0;2.886002;2.882159;49
3;5.103073;destroy;0;9;-0.05104167;0.6256945;-0.07623732;0.2812933;2.035124;0;4.220779;4.215978;49
3;5.103073;instantiate;0;10;-0.05104167;0.6256945;0.1114743;0.7250786;2.453069;0;0;2.793848;50
3;5.119339;destroy;0;10;-0.05104167;0.6256945;0.3092671;0.7167463;2.153254;0;3.586594;3.579586;50
3;5.703949;instantiate;0;11;0.246875;0.6986111;0.1326753;0.5981269;2.299435;0;0;2.972188;51
3;5.868988;destroy;0;11;0.2859375;0.7125;1.094547;0.8567222;2.768895;0;2.717621;2.714901;51
3;5.936737;destroy;0;11;0.2859375;0.7125;0.8051602;0.3441446;2.724683;0;3.319504;3.307851;51
3;6.304504;instantiate;0;12;0.2411458;0.7041667;0.6386016;0.5781646;2.394524;0;0;3.150052;52
3;6.381271;mouse;1;12;0.2411458;0.6680555;0.2344989;0.6575654;2.870342;0.7582277;2.345871;3.070319;6
3;6.871201;destroy;0;13;0.1958333;0.4111111;0.1953115;0.2679821;2.011888;0;3.302917;3.300619;52
3;7.122955;mouse;1;13;0.1822917;0.3256944;0.174856;0.3279613;1.944044;0.9767159;1.419006;2.972188;5
3;7.622299;destroy;0;13;0.2036458;0.41875;0.8070984;0.392913;2.825355;0;3.102661;3.101045;52
3;7.904724;destroy;0;13;0.1177083;0.7631944;0.08832257;0.8181726;2.453069;0;2.801651;2.793848;52
3;8.839966;mouse;1;13;0.6005208;0.7479166;0.5885249;0.7496082;2.104351;0.6944153;2.535461;3.150052;1
4;0;instantiate;0;0;0.3067708;0.5229167;0.824078;0.2638456;2.864062;0;0;4.011454;53
4;0.4996643;instantiate;0;1;0.6552083;0.3472222;0.8292909;0.4569933;2.749036;0;0;3.313092;54
4;1.001831;mouse;1;1;0.7390625;0.07222223;0.7485907;0.07751697;2.11353;0.7520752;1.001831;4.011454;2
4;1.067764;instantiate;0;2;0.7526042;0.08402777;0.8094916;0.8749896;3.334806;0;0;4.109151;55
4;1.552551;instantiate;0;3;0.8526042;0.1458333;0.1185913;0.1955288;2.236856;0;0;3.995121;56
4;1.751617;mouse;1;3;0.8546875;0.1493056;0.8510919;0.1417426;2.527645;0.8891405;1.251953;3.313092;4
4;2.235977;instantiate;0;4;0.8265625;0.4319444;0.6843711;0.06867471;2.27573;0;0;3.758797;57
4;2.369171;mouse;1;4;0.8088542;0.4486111;0.8072265;0.4436162;3.311716;0.8288088;1.301407;4.109151;4
4;2.908829;instantiate;0;5;0.3359375;0.3270833;0.4359629;0.6950412;2.713488;0;0;4.17707;58
4;3.585678;instantiate;0;6;0.2708333;0.3409722;0.822196;0.5549069;2.24123;0;0;3.820698;59
4;4.053345;instantiate;0;7;0.2708333;0.3409722;0.9133705;0.4484749;2.508029;0;0;3.875472;60
4;4.787125;instantiate;0;8;0.2708333;0.3409722;0.1014915;0.9071727;2.235083;0;0;3.962409;61
4;5.404205;instantiate;0;9;0.2708333;0.3409722;0.7051679;0.291299;3.033536;0;0;2.963679;62
4;5.555222;destroy;0;9;0.2708333;0.3409722;0.2482249;0.07372227;2.236856;0;4.00267;3.995121;62
4;5.971603;instantiate;0;10;0.2708333;0.3409722;0.9188636;0.7093428;3.104845;0;0;3.250449;63
4;6.005371;destroy;0;10;0.2708333;0.3409722;0.5675493;0.08367857;2.27573;0;3.769394;3.758797;63
4;6.489304;instantiate;0;11;0.2708333;0.3409722;0.1069103;0.8677202;3.135672;0;0;3.474394;64
4;7.073318;instantiate;0;12;0.2708333;0.3409722;0.599122;0.9053236;2.863137;0;0;3.054895;65
4;7.089188;destroy;0;12;0.2708333;0.3409722;-0.1388912;0.3241012;2.713488;0;4.180359;4.17707;65
4;7.423325;destroy;0;12;0.2708333;0.3409722;0.5883614;0.7703117;2.24123;0;3.837646;3.820698;65
4;7.940796;destroy;0;13;0.2708333;0.3409722;1.066843;0.3132454;2.508029;0;3.887451;3.875472;65
4;8.373657;destroy;0;13;0.2708333;0.3409722;0.5058271;0.19403;3.033536;0;2.969452;2.963679;65
4;8.757645;destroy;0;13;0.2708333;0.3409722;0.3852352;0.4008743;2.235083;0;3.97052;3.962409;65
4;9.224396;destroy;0;13;0.2708333;0.3409722;0.8266917;0.2962214;3.104845;0;3.252792;3.250449;65
4;9.975342;destroy;0;13;0.2708333;0.3409722;0.8795214;0.8086622;3.135672;0;3.486038;3.474394;65
4;10.14241;destroy;0;13;0.2708333;0.3409722;0.6140702;0.4560157;2.863137;0;3.069092;3.054895;65
