BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0,5217729;0,3645943;0,7669849;0,6898014;0;0;0;2,5;1;0;0;0;0
0;0,8468552;mouse;1;0;0,7566096;0,6923077;0,7669849;0,6898014;0;0,8791988;0,8468552;2,5;1;0,3697672;0,000843972;0,01143101;2,257778
0;2,500353;instantiate;0;1;0,5660964;0,4657534;0,2470532;0,8469373;0;0;0;2,5;2;0;0;0;0
0;3,374362;mouse;1;1;0,2356143;0,833509;0,2470532;0,8469373;0;0,8879989;0,8740091;2,5;1;0,3350296;0,04753536;0,01763994;3,796008
0;5,008036;instantiate;0;2;0,3841369;0,8145416;0,6894488;0,223735;0;0;0;2,5;3;0;0;0;0
0;5,983355;mouse;1;2;0,6990669;0,2223393;0,6894488;0,223735;0;0,9194332;0,9753189;2,5;1;0,3683167;0,01249516;0,009718847;3,952531
0;7,515575;instantiate;0;3;1,68818;0,4320337;0,783771;0,7425446;0;0;0;2,5;4;0;0;0;0
0;8,521219;mouse;1;3;0,7667185;0,7428873;0,783771;0,7425446;0;0,9284513;1,005644;2,5;1;0,2669773;0,02990192;0,01705591;4,455621
0;10,0239;instantiate;0;4;1,118974;0,5353003;0,6288264;0,1295295;0;0;0;2,5;5;0;0;0;0
0;12,52922;destroy;0;4;1,093313;0,5258166;0,6288264;0,1295295;0;0;2,505322;2,5;5;0;0;0;0
0;12,52922;instantiate;0;5;1,093313;0,5258166;0,1594662;0,2084875;0;0;0;2,5;6;0;0;0;0
0;15,04555;destroy;0;5;0,7255055;2,16333;0,1594662;0,2084875;0;0;2,516329;2,5;6;0;0;0;0
0;15,04555;instantiate;0;6;0,7255055;2,16333;0,776638;0,8596849;0;0;0;2,5;7;0;0;0;0
0;17,55458;destroy;0;6;1,024106;2,244468;0,776638;0,8596849;0;0;2,509026;2,5;7;0;0;0;0
0;17,55458;instantiate;0;7;1,024106;2,244468;0,1117185;0,5568713;0;0;0;2,5;8;0;0;0;0
0;20,06923;destroy;0;7;0,5769829;2,177028;0,1117185;0,5568713;0;0;2,514648;2,5;8;0;0;0;0
0;20,06923;instantiate;0;8;0,5769829;2,177028;0,4958358;0,9329143;0;0;0;2,5;9;0;0;0;0
