BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;22,57769;destroy;0;8;0,5987558;1,804004;0,4958358;0,9234393;0;0;2,508467;2,5;9;0;0;0;0
0;22,57769;instantiate;0;9;0,5987558;1,804004;0,6699622;0,4814638;0;0;0;2,5;10;0;0;0;0
0;25,09089;destroy;0;9;0,9339036;1,61117;0,6699622;0,4814638;0;0;2,513203;2,5;10;0;0;0;0
1;0;instantiate;0;0;0,5;2,157007;0,9122064;0,3607151;0;0;0;2,5;11;0;0;0;0
1;2,505783;destroy;0;0;0,4510109;2,079031;0,9122064;0,3607151;0;0;2,505783;2,5;11;0;0;0;0
1;2,505783;instantiate;0;1;0,4510109;2,079031;0,2144105;0,7292832;0;0;0;2,5;12;0;0;0;0
1;5,018646;destroy;0;1;1,190513;1,758693;0,2144105;0,7292832;0;0;2,512863;2,5;12;0;0;0;0
1;5,018646;instantiate;0;2;1,190513;1,758693;0,4047618;0,4316591;0;0;0;2,5;13;0;0;0;0
1;7,527035;destroy;0;2;1,11353;1,674394;0,4047618;0,4316591;0;0;2,508389;2,5;13;0;0;0;0
1;7,527035;instantiate;0;3;1,11353;1,674394;0,5740832;0,4720513;0;0;0;2,5;14;0;0;0;0
1;10,03068;destroy;0;3;1,133748;1,566913;0,5740832;0,4720513;0;0;2,503647;2,5;14;0;0;0;0
1;10,03068;instantiate;0;4;1,133748;1,566913;0,2560194;0,1830729;0;0;0;2,5;15;0;0;0;0
1;12,53769;destroy;0;4;1,106532;1,354057;0,2560194;0,1830729;0;0;2,507004;2,5;15;0;0;0;0
1;12,53769;instantiate;0;5;1,106532;1,354057;0,7572886;0,2738007;0;0;0;2,5;16;0;0;0;0
1;15,04697;destroy;0;5;1;1,775553;0,7572886;0,2738007;0;0;2,509289;2,5;16;0;0;0;0
1;15,04697;instantiate;0;6;1;1,775553;0,08434963;0,5707433;0;0;0;2,5;17;0;0;0;0
1;17,55304;destroy;0;6;1,00311;1,774499;0,08434963;0,5707433;0;0;2,506065;2,5;17;0;0;0;0
1;17,55304;instantiate;0;7;1,00311;1,774499;0,5770513;0,09681728;0;0;0;2,5;18;0;0;0;0
1;20,05412;destroy;0;7;1,00311;1,774499;0,5770513;0,09681728;0;0;2,501076;2,5;18;0;0;0;0
1;20,05412;instantiate;0;8;1,00311;1,774499;0,2517216;0,4825507;0;0;0;2,5;19;0;0;0;0
1;22,55693;destroy;0;8;2,117418;0,7386723;0,2517216;0,4825507;0;0;2,502819;2,5;19;0;0;0;0
1;22,55693;instantiate;0;9;2,117418;0,7386723;0,3537333;0,7964882;0;0;0;2,5;20;0;0;0;0
1;25,06195;destroy;0;9;2,140747;0,7007376;0,3537333;0,7964882;0;0;2,50502;2,5;20;0;0;0;0
2;0;instantiate;0;0;1,911353;1,060063;0,8633235;0,4149745;0;0;0;2,5;21;0;0;0;0
2;2,508972;destroy;0;0;1,293935;-0,691254;0,8633235;0,4149745;0;0;2,508972;2,5;21;0;0;0;0
2;2,508972;instantiate;0;1;1,293935;-0,691254;0,677039;0,9219007;0;0;0;2,5;22;0;0;0;0
2;5,012337;destroy;0;1;1,934681;-0,5194942;0,677039;0,9219007;0;0;2,503365;2,5;22;0;0;0;0
2;5,012337;instantiate;0;2;1,934681;-0,5194942;0,08497053;0,9353476;0;0;0;2,5;23;0;0;0;0
2;7,521996;destroy;0;2;1,315708;1,421496;0,08497053;0,9234551;0;0;2,509659;2,5;23;0;0;0;0
2;7,521996;instantiate;0;3;1,315708;1,421496;0,1153571;0,5688719;0;0;0;2,5;24;0;0;0;0
2;10,02436;destroy;0;3;0,992224;1,777661;0,1153571;0,5688719;0;0;2,502365;2,5;24;0;0;0;0
2;10,02436;instantiate;0;4;0,992224;1,777661;0,7903609;0,5169443;0;0;0;2,5;25;0;0;0;0
2;12,52612;destroy;0;4;0,992224;1,777661;0,7903609;0,5169443;0;0;2,501755;2,5;25;0;0;0;0
2;12,52612;instantiate;0;5;0,992224;1,777661;0,7828742;0,4669623;0;0;0;2,5;26;0;0;0;0
2;15,02833;destroy;0;5;0,992224;1,777661;0,7828742;0,4669623;0;0;2,502213;2,5;26;0;0;0;0
2;15,02833;instantiate;0;6;0,992224;1,777661;0,3285285;0,8458526;0;0;0;2,5;27;0;0;0;0
2;17,534;destroy;0;6;0,992224;1,777661;0,3285285;0,8458526;0;0;2,505676;2,5;27;0;0;0;0
2;17,534;instantiate;0;7;0,992224;1,777661;0,7291303;0,7201396;0;0;0;2,5;28;0;0;0;0
2;20,036;destroy;0;7;0,9160187;1,710221;0,7291303;0,7201396;0;0;2,501991;2,5;28;0;0;0;0
2;20,036;instantiate;0;8;0,9160187;1,710221;0,5921507;0,8959758;0;0;0;2,5;29;0;0;0;0
2;22,5379;destroy;0;8;1,120529;1,437302;0,5921507;0,8959758;0;0;2,5019;2,5;29;0;0;0;0
2;22,5379;instantiate;0;9;1,120529;1,437302;0,2033126;0,7720565;0;0;0;2,5;30;0;0;0;0
2;25,04688;destroy;0;9;1,089425;1,248683;0,2033126;0,7720565;0;0;2,50898;2,5;30;0;0;0;0
