BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;11,03897;mouse;1;0;0,103125;0,5537037;0,1031654;0,5810068;0;1;0,833992;40;1;0,1361237;0,0002912879;0,02730307;1,963105
0;11,07127;instantiate;0;0;0,103125;0,5537037;0,4871241;0,08003774;0;0;0;40;13;0;0;0;0
0;11,93963;mouse;1;0;0,4708333;0,0875;0,4871241;0,08090657;0;1;0,8683624;40;1;0,09927368;0,2298065;0,01757452;1,718144
0;11,93963;instantiate;0;0;0,4708333;0,0875;0,6920653;0,4023502;0;0;0;40;14;0;0;0;0
0;12,67198;mouse;1;0;0,6888021;0,3814815;0,6920653;0,4023502;0;1;0,7323456;40;1;0,1021957;0,03666133;0,02112228;1,597538
0;12,67198;instantiate;0;0;0,6888021;0,3814815;0,8701217;0,7764792;0;0;0;40;15;0;0;0;0
0;13,45615;mouse;1;0;0,85625;0,7736111;0,8701217;0,7764792;0;1;0,7841721;40;1;0,1368256;0,08065075;0,01416506;1,750297
0;13,49203;instantiate;0;0;0,85625;0,7736111;0,8674958;0,06026632;0;0;0;40;16;0;0;0;0
0;14,49031;mouse;1;0;0,8679687;0,05972222;0,8674958;0,08090448;0;1;0,9982834;40;1;0,1170044;0,2232886;0,02118754;2,399606
0;14,52442;instantiate;0;0;0,8679687;0,05972222;0,54629;0,4383939;0;0;0;40;17;0;0;0;0
0;15,19114;mouse;1;0;0,5398437;0,4277778;0,54629;0,4383939;0;1;0,6667252;40;1;0,05236816;0,01124203;0,01241999;1,651342
0;15,19114;instantiate;0;0;0,5398437;0,4277778;0,06469628;0,3758582;0;0;0;40;18;0;0;0;0
0;16,15818;mouse;1;0;0,06458333;0,362037;0,06469628;0,3758582;0;1;0,967041;40;1;0,1191711;0,06400403;0,01382162;1,824389
0;16,19024;instantiate;0;0;0,06458333;0,362037;0,7717078;0,2901605;0;0;0;40;19;0;0;0;0
0;18,25822;mouse;1;0;0,7703125;0,2819445;0,7717078;0,2901605;0;1;2,067978;40;1;0,2144012;1,877702;0,008333727;2,481154
0;18,25822;instantiate;0;0;0,7703125;0,2819445;0,9256758;0,9211121;0;0;0;40;20;0;0;0;0
0;19,25858;mouse;1;0;0,91875;0,8976852;0,9256758;0,9211121;0;1;1,000359;40;1;0,1884155;0,001176357;0,02442921;2,318866
0;19,29104;instantiate;0;0;0,91875;0,8967593;0,9378761;0,5553567;0;0;0;40;21;0;0;0;0
0;20,02658;mouse;1;0;0,9330729;0,5449074;0,9378761;0,5553567;0;1;0,7355423;40;1;0,1011124;0,1215038;0,01150041;1,445497
0;20,04134;instantiate;0;0;0,9330729;0,5449074;0,8819095;0,08100054;0;0;0;40;22;0;0;0;0
0;20,82728;mouse;1;0;0,8796875;0,08657408;0,8819095;0,08100054;0;1;0,7859421;40;1;0,1492996;0,07274681;0,00801886;1,540847
0;20,82728;instantiate;0;0;0,8796875;0,08657408;0,8832532;0,6681847;0;0;0;40;23;0;0;0;0
0;21,60855;mouse;1;0;0,875;0,6546296;0,8832532;0,6681847;0;1;0,7812653;40;1;0,101059;0,004323661;0,01586991;1,990932
0;21,6423;instantiate;0;0;0,875;0,6546296;0,3195911;0,3734557;0;0;0;40;24;0;0;0;0
0;22,42642;mouse;1;0;0,3354167;0,3777778;0,3195911;0,3734557;0;1;0,7841187;40;1;0,1171494;0,02643979;0,01640512;2,15531
0;22,45853;instantiate;0;0;0,3354167;0,3777778;0,6186705;0,8732044;0;0;0;40;25;0;0;0;0
0;23,24359;mouse;1;0;0,6361979;0,8759259;0,6186705;0,8732044;0;1;0,7850571;40;1;0,08468628;0,09722555;0,01773743;2,027009
0;23,2795;instantiate;0;0;0,6361979;0,8745371;0,8288352;0,171555;0;0;0;40;26;0;0;0;0
0;24,16027;mouse;1;0;0,8153646;0,2009259;0,8288352;0,171555;0;1;0,8807755;40;1;0,149765;0,00176543;0,03231263;2,619278
0;24,17624;instantiate;0;0;0,8153646;0,2009259;0,6459163;0,4902781;0;0;0;40;27;0;0;0;0
0;24,7279;mouse;1;0;0,6583334;0,4925926;0,6459163;0,4902781;0;1;0,5516663;40;1;0,1163025;0,005910963;0,01263094;1,39168
0;24,7279;instantiate;0;0;0,6583334;0,4925926;0,1489818;0,4773653;0;0;0;40;28;0;0;0;0
0;25,56157;mouse;1;0;0,1578125;0,4648148;0,1489818;0,4773653;0;1;0,8336639;40;1;0,1532822;0,04452765;0,01534593;2,271817
0;25,57756;instantiate;0;0;0,1578125;0,4648148;0,6313117;0,05335373;0;0;0;40;29;0;0;0;0
0;26,38006;mouse;1;0;0,6257812;0,07824074;0,6313117;0,08090335;0;1;0,8025055;40;1;0,08306122;0,1036148;0,006138052;1,727144
0;26,41437;instantiate;0;0;0,6257812;0,07916667;0,8732994;0,4714315;0;0;0;40;30;0;0;0;0
0;27,82884;mouse;1;0;0,8523437;0,4486111;0,8732994;0,4714315;0;1;1,414467;40;1;0,06589508;0,1046565;0,03098244;1,735245
0;27,82884;instantiate;0;0;0,8523437;0,4486111;0,3737577;0,05108032;0;0;0;40;31;0;0;0;0
0;28,9299;mouse;1;0;0,3765625;0,09583333;0,3737577;0,08090401;0;1;1,101059;40;1;0,2160263;0,05611271;0,01519051;1,798972
0;28,9299;instantiate;0;0;0,3765625;0,09583333;0,6240184;0,8460488;0;0;0;40;32;0;0;0;0
0;29,61295;mouse;1;0;0,6263021;0,8523148;0,6240184;0,8460488;0;1;0,6830521;40;1;0,08730316;0,02562284;0,006669237;2,456604
0;29,61295;instantiate;0;0;0,6263021;0,8523148;0,1081793;0,6748512;0;0;0;40;33;0;0;0;0
0;30,37974;mouse;1;0;0,1304688;0,6638889;0,1081793;0,6748512;0;1;0,7667923;40;1;0,1186981;0,1910312;0,02483938;2,447437
0;30,39612;instantiate;0;0;0,1304688;0,6638889;0,9391745;0,1370268;0;0;0;40;34;0;0;0;0
0;31,36322;mouse;0;0;0,9377604;0,1884259;0,9391745;0,1370268;0;1;0,9671021;40;1;0,1186981;0,1910312;0,02483938;2,447437
0;31,73226;mouse;1;0;0,9382812;0,1523148;0,9391745;0,1370268;0;1;1,336136;40;1;0,09922028;0,04788786;0,01531404;3,140432
0;31,76574;instantiate;0;0;0,9388021;0,1523148;0,427613;0,2381522;0;0;0;40;35;0;0;0;0
0;32,81339;mouse;1;0;0,4239583;0,2180556;0,427613;0,2381522;0;1;1,047653;40;1;0,3504181;0,02120739;0,02042628;2,96949
0;32,84719;instantiate;0;0;0,4239583;0,2180556;0,9202334;0,219195;0;0;0;40;36;0;0;0;0
0;33,68179;mouse;1;0;0,9166667;0,2092593;0,9202334;0,219195;0;1;0,8345947;40;1;0,09901428;0,1516422;0,01055658;3,014681
0;33,68179;instantiate;0;0;0,9166667;0,2092593;0,2397966;0,05901599;0;0;0;40;37;0;0;0;0
0;34,48153;mouse;0;0;0,21875;0,04212963;0,2397966;0,0809043;0;1;0,7997437;40;1;0,09901428;0,1516422;0,01055658;3,014681
0;34,91825;mouse;1;0;0,2369792;0,0712963;0,2397966;0,0809043;0;1;1,236458;40;1;0,1194153;0,1442291;0,01001259;2,740972
0;34,91825;instantiate;0;0;0,2369792;0,0712963;0,1567208;0,6633068;0;0;0;40;38;0;0;0;0
0;35,86618;mouse;1;0;0,1421875;0,65;0,1567208;0,6633068;0;1;0,947937;40;1;0,1186218;0,4323489;0,01970505;3,95411
0;35,90154;instantiate;0;0;0,1421875;0,65;0,9328452;0,7480022;0;0;0;40;39;0;0;0;0
0;36,78262;mouse;1;0;0,9578125;0,7342592;0,9328452;0,7480022;0;1;0,8810806;40;1;0,1000824;0,3177051;0,02849976;2,995302
0;36,78262;instantiate;0;0;0,9578125;0,7342592;0,6164497;0,2518202;0;0;0;40;40;0;0;0;0
0;37,63215;mouse;1;0;0,6205729;0,2601852;0,6164497;0,2518202;0;1;0,8495331;40;1;0,1184006;0,03751463;0,009325968;2,298795
0;37,63215;instantiate;0;0;0,6205729;0,2601852;0,07340154;0,9166204;0;0;0;40;41;0;0;0;0
0;38,53392;mouse;1;0;0,08411458;0,9009259;0,07340154;0,9166204;0;1;0,9017639;40;1;0,1027069;0,2740602;0,01900228;4,000051
0;38,53392;instantiate;0;0;0,08411458;0,9009259;0,5533243;0,6162015;0;0;0;40;42;0;0;0;0
0;39,59883;mouse;1;0;0,5528646;0,6222222;0,5533243;0,6162015;0;1;1,064911;40;1;0,1854935;0,585527;0,00603831;4,322161
0;39,63339;instantiate;0;0;0,5528646;0,6222222;0,7059904;0,9017624;0;0;0;40;43;0;0;0;0
0;41,15108;mouse;1;0;0,7213542;0,8847222;0,7059904;0,9017624;0;1;1,517693;40;1;0,3658676;3,246301;0,02294374;6,416718
1;0;instantiate;0;0;0,6239583;0,325;0,08085483;0,4074317;0;0;0;40;44;0;0;0;0
1;1,002029;mouse;1;0;0,07708333;0,4175926;0,08085483;0,4074317;0;1;1,002029;40;1;0,2852554;0,1509727;0,01083829;3,085142
1;1,033493;instantiate;0;0;0,07708333;0,4175926;0,6673266;0,9399368;0;0;0;40;45;0;0;0;0
1;1,850563;mouse;1;0;0,6695312;0,9055555;0,6673266;0,9228805;0;1;0,81707;40;1;0,1509323;0,07643384;0,01746463;3,648199
1;1,867218;instantiate;0;0;0,6695312;0,9055555;0,7974141;0,5995864;0;0;0;40;46;0;0;0;0
1;2,600822;mouse;1;0;0,7976562;0,5958334;0,7974141;0,5995864;0;1;0,7336044;40;1;0,1500854;0,1883395;0,003760812;2,034135
1;2,617752;instantiate;0;0;0,7976562;0,5958334;0,4339831;0,230192;0;0;0;40;47;0;0;0;0
1;3,418983;mouse;1;0;0,4291667;0,2180556;0,4339831;0,230192;0;1;0,8012314;40;1;0,1508942;0,2413748;0,01305719;2,609942
1;3,45311;instantiate;0;0;0,4291667;0,2180556;0,1058063;0,1390746;0;0;0;40;48;0;0;0;0
1;4,269402;mouse;1;0;0,1145833;0,1328704;0,1058063;0,1390746;0;1;0,8162918;40;1;0,08291626;0,2923306;0,01074842;2,616613
1;4,269402;instantiate;0;0;0,1145833;0,1328704;0,9454219;0,7697476;0;0;0;40;49;0;0;0;0
1;5,201225;mouse;1;0;0,9544271;0,7643518;0,9454219;0,7697476;0;1;0,9318237;40;1;0,1514282;0,02363908;0,01049796;4,158927
1;5,217918;instantiate;0;0;0,9544271;0,7634259;0,7294186;0,4016604;0;0;0;40;50;0;0;0;0
1;5,984825;mouse;1;0;0,7455729;0,3907408;0,7294186;0,4016604;0;1;0,7669067;40;1;0,1503754;0,1884937;0,01949875;2,418601
1;6,018761;instantiate;0;0;0,7455729;0,3907408;0,1107173;0,2643926;0;0;0;40;51;0;0;0;0
1;6,835732;mouse;1;0;0,1127604;0,2666667;0,1107173;0,2643926;0;1;0,8169708;40;1;0,1504974;0,0550229;0,003057097;3,467679
1;6,85244;instantiate;0;0;0,1127604;0,2666667;0,9011049;0,3473377;0;0;0;40;52;0;0;0;0
1;7,719551;mouse;1;0;0,8960937;0,362037;0,9011049;0,3473377;0;1;0,8671112;40;1;0,1656342;0,05646414;0,01553003;4,230116
1;7,753349;instantiate;0;0;0,8960937;0,362037;0,5069933;0,6906081;0;0;0;40;53;0;0;0;0
1;8,504051;mouse;1;0;0,4989583;0,6962963;0,5069933;0,6906081;0;1;0,7507019;40;1;0,1335449;0,1125268;0,009844609;2,487266
1;8,536552;instantiate;0;0;0,4989583;0,6962963;0,2192206;0,564377;0;0;0;40;54;0;0;0;0
1;9,286644;mouse;1;0;0,2221354;0,5875;0,2192206;0,564377;0;1;0,7500916;40;1;0,2163696;0,2349806;0,02330602;2,930203
1;9,320595;instantiate;0;0;0,2221354;0,5875;0,6653463;0,2624934;0;0;0;40;55;0;0;0;0
1;10,17326;mouse;1;0;0,6666667;0,2587963;0,6653463;0,2624934;0;1;0,8526611;40;1;0,2146454;0,05095458;0,003925797;2,794285
1;10,20353;instantiate;0;0;0,6666667;0,2587963;0,9486135;0,7372704;0;0;0;40;56;0;0;0;0
1;11,12098;mouse;1;0;0,9513021;0,7300926;0,9486135;0,7372704;0;1;0,91745;40;1;0,1167603;0,1176567;0,007664838;2,782262
1;11,12098;instantiate;0;0;0,9513021;0,7300926;0,4711803;0,5138872;0;0;0;40;57;0;0;0;0
1;12,00402;mouse;1;0;0,465625;0,5064815;0,4711803;0,5138872;0;1;0,8830414;40;1;0,136734;0,08648062;0,009257769;2,7772
1;12,04021;instantiate;0;0;0,465625;0,5064815;0,7625361;0,07169673;0;0;0;40;58;0;0;0;0
1;12,90626;mouse;1;0;0,765625;0,04953704;0,7625361;0,08090502;0;1;0,8660431;40;1;0,1975555;0,1203346;0,0315197;2,347683
1;12,90626;instantiate;0;0;0,765625;0,04953704;0,3311153;0,638666;0;0;0;40;59;0;0;0;0
1;13,75533;mouse;1;0;0,3388021;0,6384259;0,3311153;0,638666;0;1;0,8490753;40;1;0,1534271;0,1152894;0,007690511;4,06749
1;13,79156;instantiate;0;0;0,3388021;0,6384259;0,6502652;0,3084391;0;0;0;40;60;0;0;0;0
1;14,55723;mouse;1;0;0,6471354;0,3120371;0,6502652;0,3084391;0;1;0,7656708;40;1;0,1507874;0,08435571;0,004768663;2,807305
1;14,57264;instantiate;0;0;0,6471354;0,3120371;0,6407329;0,862264;0;0;0;40;61;0;0;0;0
1;15,38914;mouse;1;0;0,6354167;0,8583333;0,6407329;0,862264;0;1;0,8164978;40;1;0,2308655;0,015347;0,006611538;2,66675
1;15,42152;instantiate;0;0;0,6354167;0,8583333;0,7022024;0,2632582;0;0;0;40;62;0;0;0;0
1;16,30555;mouse;1;0;0,6973959;0,2810185;0,7022024;0,2632582;0;1;0,8840332;40;1;0,230545;0,005030096;0,01839919;2,862859
1;16,32282;instantiate;0;0;0,6973959;0,2810185;0,2950299;0,8591742;0;0;0;40;63;0;0;0;0
1;17,10686;mouse;1;0;0,2872396;0,850463;0,2950299;0,8591742;0;1;0,7840424;40;1;0,1177673;0,1351459;0,01168653;3,547449
1;17,14346;instantiate;0;0;0,2872396;0,850463;0,8592035;0,4306756;0;0;0;40;64;0;0;0;0
1;17,97422;mouse;1;0;0,8489583;0,4361111;0,8592035;0,4306756;0;1;0,8307648;40;1;0,117691;0,01728755;0,01159782;2,763815
1;18,0088;instantiate;0;0;0,8489583;0,4361111;0,2852938;0,6953558;0;0;0;40;65;0;0;0;0
1;18,82462;mouse;1;0;0,2768229;0,6884259;0,2852938;0,6953558;0;1;0,8158264;40;1;0,1170807;0,1277523;0,01094443;3,482305
1;18,84063;instantiate;0;0;0,2768229;0,6884259;0,7994272;0,3662327;0;0;0;40;66;0;0;0;0
1;19,5584;mouse;1;0;0,80625;0,3560185;0,7994272;0,3662327;0;1;0,7177734;40;1;0,1832428;0,04752612;0,0122833;3,188153
1;19,5584;instantiate;0;0;0,80625;0,3560185;0,5499119;0,6026734;0;0;0;40;67;0;0;0;0
1;20,22565;mouse;1;0;0,5341146;0,5967593;0,5499119;0,6026734;0;1;0,6672516;40;1;0,1691284;0,01954716;0,01686803;1,63909
1;20,22565;instantiate;0;0;0,5341146;0,5967593;0,1955532;0,8452497;0;0;0;40;68;0;0;0;0
1;21,14147;mouse;1;0;0,1979167;0,8435185;0,1955532;0,8452497;0;1;0,9158173;40;1;0,2328339;0,1367636;0,00292972;2,528229
1;21,1585;instantiate;0;0;0,1979167;0,8421296;0,8639327;0,2007357;0;0;0;40;69;0;0;0;0
1;22,0425;mouse;1;0;0,8489583;0,2194444;0,8639327;0,2007357;0;1;0,8840027;40;1;0,1501923;-0,01376808;0,02396344;3,616938
1;22,075;instantiate;0;0;0,8489583;0,2194444;0,2239346;0,3352081;0;0;0;40;70;0;0;0;0
1;22,9266;mouse;1;0;0,2364583;0,3375;0,2239346;0,3352081;0;1;0,851593;40;1;0,09939575;0,04049653;0,01273173;2,147558
1;22,95875;instantiate;0;0;0,2364583;0,3375;0,6085581;0,777774;0;0;0;40;71;0;0;0;0
1;23,77656;mouse;1;0;0,6044271;0,7680556;0,6085581;0,777774;0;1;0,8178101;40;1;0,1493988;0,09014249;0,01056;3,12238
1;23,77656;instantiate;0;0;0,6044271;0,7680556;0,9195701;0,4532344;0;0;0;40;72;0;0;0;0
1;24,55953;mouse;1;0;0,9200521;0,449537;0,9195701;0,4532344;0;1;0,7829742;40;1;0,1860962;0,05964103;0,003728683;2,316118
1;24,57612;instantiate;0;0;0,9200521;0,449537;0,3590317;0,6464167;0;0;0;40;73;0;0;0;0
1;25,37705;mouse;1;0;0,3653646;0,6523148;0,3590317;0,6464167;0;1;0,8009338;40;1;0,08384705;0,06515861;0,008654058;2,288323
1;25,37705;instantiate;0;0;0,3653646;0,6523148;0,907751;0,9480565;0;0;0;40;74;0;0;0;0
1;26,2104;mouse;1;0;0,8966146;0,9069445;0,907751;0,9228811;0;1;0,8333435;40;1;0,1343384;0,1070001;0,0194421;2,58376
1;26,22649;instantiate;0;0;0,8966146;0,9069445;0,8746818;0,6359201;0;0;0;40;75;0;0;0;0
1;26,97868;mouse;1;0;0,8791667;0,6328704;0,8746818;0,6359201;0;1;0,752182;40;1;0,1153717;0,1554486;0,005423571;1,805776
1;27,01373;instantiate;0;0;0,8791667;0,6328704;0,5966461;0,4183068;0;0;0;40;76;0;0;0;0
1;27,69512;mouse;1;0;0,5992187;0,4222222;0,5966461;0,4183068;0;1;0,6813965;40;1;0,0320282;0,1458528;0,004684966;1,506726
1;27,72723;instantiate;0;0;0,5992187;0,4222222;0,05845785;0,2422478;0;0;0;40;77;0;0;0;0
1;28,62881;mouse;1;0;0,06432292;0,2226852;0,05845785;0,2422478;0;1;0,9015808;40;1;0,09999084;0,1700771;0,02042288;2,509146
1;28,66198;instantiate;0;0;0,06380209;0,2217593;0,2223547;0,7718869;0;0;0;40;78;0;0;0;0
1;29,49589;mouse;1;0;0,2127604;0,7680556;0,2223547;0,7718869;0;1;0,8339081;40;1;0,06826782;0,3041306;0,01033097;2,359674
1;29,49589;instantiate;0;0;0,2127604;0,7680556;0,4069848;0,3598443;0;0;0;40;79;0;0;0;0
1;30,21336;mouse;1;0;0,3989583;0,3615741;0,4069848;0,3598443;0;1;0,7174683;40;1;0,1361084;0,08041656;0,008210752;2,626139
1;30,21336;instantiate;0;0;0,3989583;0,3615741;0,1853343;0,6858184;0;0;0;40;80;0;0;0;0
1;31,03051;mouse;1;0;0,1833333;0,6800926;0,1853343;0,6858184;0;1;0,8171539;40;1;0,134903;0,08200479;0,006065377;2,178738
1;31,04594;instantiate;0;0;0,1833333;0,6800926;0,5109659;0,8630072;0;0;0;40;81;0;0;0;0
1;31,69593;mouse;1;0;0,5036458;0,8615741;0,5109659;0,8630072;0;1;0,6499939;40;1;0,1165771;0,06312022;0,00745903;1,837239
1;31,72875;instantiate;0;0;0,5036458;0,8615741;0,08707898;0,5393759;0;0;0;40;82;0;0;0;0
1;32,48042;mouse;1;0;0,07916667;0,5481482;0,08707898;0,5393759;0;1;0,7516632;40;1;0,1669617;0,03750497;0,01216842;2,573631
1;32,49645;instantiate;0;0;0,07916667;0,5481482;0,8836358;0,8242702;0;0;0;40;83;0;0;0;0
1;33,34557;mouse;1;0;0,865625;0,8134259;0,8836358;0,8242702;0;1;0,8491211;40;1;0,1337738;0,03770089;0,02102347;3,505548
1;33,36262;instantiate;0;0;0,865625;0,8134259;0,9272747;0,1472995;0;0;0;40;84;0;0;0;0
1;34,24827;mouse;1;0;0,9294271;0,1421296;0,9272747;0,1472995;0;1;0,8856506;40;1;0,1337891;0,2527479;0,005600026;2,361705
1;34,28182;instantiate;0;0;0,9289063;0,1421296;0,5003175;0,3832646;0;0;0;40;85;0;0;0;0
1;34,86498;mouse;1;0;0,4973958;0,3930556;0,5003175;0,3832646;0;1;0,5831604;40;1;0,04956055;0,02537724;0,01021755;1,857149
1;34,86498;instantiate;0;0;0,4973958;0,3930556;0,2781115;0,1181957;0;0;0;40;86;0;0;0;0
1;35,62977;mouse;1;0;0,28125;0,1106481;0,2781115;0,1181957;0;1;0,7647858;40;1;0,1190338;0,1588419;0,008174093;1,972515
1;35,6469;instantiate;0;0;0,28125;0,1106481;0,6269724;0,616484;0;0;0;40;87;0;0;0;0
1;36,33131;mouse;0;0;0,6533854;0,6337963;0,6269724;0,616484;0;1;0,6844025;40;1;0,1190338;0,1588419;0,008174093;1,972515
1;36,75277;mouse;1;0;0,625;0,6074074;0,6269724;0,616484;0;1;1,105865;40;1;0,1007233;0,1063653;0,009288426;3,552939
1;36,76743;instantiate;0;0;0,625;0,6060185;0,1401438;0,4366736;0;0;0;40;88;0;0;0;0
1;37,66502;mouse;1;0;0,1341146;0,4208333;0,1401438;0,4366736;0;1;0,897583;40;1;0,1670074;0,07080925;0,01694896;2,006557
1;37,66502;instantiate;0;0;0,1341146;0,4208333;0,4176505;0,1861685;0;0;0;40;89;0;0;0;0
1;38,33295;mouse;1;0;0,4236979;0,1638889;0,4176505;0,1861685;0;1;0,6679382;40;1;0,1017609;0,1225626;0,02308573;1,687446
1;38,36828;instantiate;0;0;0,4236979;0,1638889;0,773348;0,9218665;0;0;0;40;90;0;0;0;0
1;39,14989;mouse;1;0;0,7796875;0,8953704;0,773348;0,9218665;0;1;0,7816162;40;1;0,08355713;0,006687999;0,02724396;2,93962
1;39,14989;instantiate;0;0;0,7796875;0,8953704;0,3528055;0,3225604;0;0;0;40;91;0;0;0;0
1;39,91735;mouse;1;0;0,3572917;0,3203704;0,3528055;0,3225604;0;1;0,7674561;40;1;0,1189423;0,005738974;0,004992202;2,298477
1;39,91735;instantiate;0;0;0,3572917;0,3203704;0,6107309;0,589196;0;0;0;40;92;0;0;0;0
1;40,60056;mouse;1;0;0,6111979;0,5898148;0,6107309;0,589196;0;1;0,6832123;40;1;0,06809998;0,1246577;0,0007753048;1,928558
2;0;instantiate;0;0;0,4255208;0,175463;0,3149021;0,3092577;0;0;0;40;93;0;0;0;0
2;0,8829956;mouse;1;0;0,3234375;0,2935185;0,3149021;0,3092577;0;1;0,8829956;40;1;0,3999329;0,02947341;0,01790458;0,700245
2;0,8829956;instantiate;0;0;0,3234375;0,2935185;0,6893155;0,1227088;0;0;0;40;94;0;0;0;0
2;1,632904;mouse;1;0;0,7002604;0,1444445;0,6893155;0,1227088;0;1;0,7499084;40;1;0,1532898;0,06327409;0,02433575;1,570495
2;1,649841;instantiate;0;0;0,7002604;0,1444445;0,4241202;0,8473123;0;0;0;40;95;0;0;0;0
2;2,434692;mouse;1;0;0,4367188;0,8212963;0,4241202;0,8473123;0;1;0,7848511;40;1;0,133728;-0,01316816;0,02890596;2,041061
2;2,434692;instantiate;0;0;0,4367188;0,8212963;0,1114882;0,5514477;0;0;0;40;96;0;0;0;0
2;3,384552;mouse;1;0;0,1020833;0,5421296;0,1114882;0,5514477;0;1;0,9498596;40;1;0,1514893;0,1143717;0,01323927;1,59009
2;3,384552;instantiate;0;0;0,1020833;0,5421296;0,437558;0,1922838;0;0;0;40;97;0;0;0;0
2;4,151886;mouse;1;0;0,4393229;0,1976852;0,437558;0,1922838;0;1;0,767334;40;1;0,1528931;0,02192914;0,005682439;1,700518
2;4,167114;instantiate;0;0;0,4393229;0,1976852;0,6020891;0,7585703;0;0;0;40;98;0;0;0;0
2;4,884216;mouse;1;0;0,6072916;0,7587963;0,6020891;0,7585703;0;1;0,7171021;40;1;0,1356812;0,02130115;0,005207439;2,489308
2;4,918365;instantiate;0;0;0,6072916;0,7587963;0,7915351;0,2060393;0;0;0;40;99;0;0;0;0
2;5,818604;mouse;1;0;0,8039063;0,2092593;0,7915351;0,2060393;0;1;0,900238;40;1;0,16745;0,07429928;0,01278329;2,059114
2;5,851349;instantiate;0;0;0,8044271;0,2092593;0,4950023;0,9496638;0;0;0;40;100;0;0;0;0
2;6,636322;mouse;1;0;0,4921875;0,9148148;0,4950023;0,9228814;0;1;0,7849731;40;1;0,08428955;0,01298273;0,01075618;1,755889
2;6,670471;instantiate;0;0;0,4921875;0,9148148;0,5468965;0,1554599;0;0;0;40;101;0;0;0;0
